Gene	Chr	Start	End
IDH3B	20	2658395	2664219
EBF4	20	2692878	2760108
CPXM1	20	2794069	2800637
RP5-860F19.8	20	2814968	2818066
C20orf141	20	2814987	2815833
TMEM239	20	2816302	2820284
PCED1A	20	2835314	2841190
VPS16	20	2840703	2866732
PTPRA	20	2864184	3039076
GNRH2	20	3043622	3045747
MRPS26	20	3045945	3048254
OXT	20	3071620	3072517
AVP	20	3082556	3084724
UBOX5	20	3107573	3160196
FASTKD5	20	3146519	3159897
RP5-1187M17.10	20	3162617	3173592
DDRGK1	20	3190350	3204685
ITPA	20	3208868	3223870
SLC4A11	20	3227417	3239190
C20orf194	20	3249305	3407625
ATRN	20	3471040	3651122
GFRA4	20	3659292	3663399
ADAM33	20	3667965	3682246
SIGLEC1	20	3686970	3707128
HSPA12B	20	3732667	3753111
C20orf27	20	3753508	3768387
SPEF1	20	3777504	3781448
CENPB	20	3783851	3786690
CDC25B	20	3786772	3806121
AP5S1	20	3820524	3828837
MAVS	20	3846799	3876123
PANK2	20	3888839	3929882
RNF24	20	3927309	4015582
SMOX	20	4120980	4187747
ADRA1D	20	4220631	4249074
PRNP	20	4686236	4701590
PRND	20	4721910	4728460
PRNT	20	4731282	4740668
RASSF2	20	4780023	4823645
SLC23A2	20	4852356	5010293
TMEM230	20	5068232	5113103
PCNA	20	5114953	5126626
CDS2	20	5126786	5197887
PROKR2	20	5302040	5314369
GPCPD1	20	5544404	5611026
C20orf196	20	5750393	5863912
CHGB	20	5911430	5925361
TRMT6	20	5937235	5950558
MCM8	20	5950652	5998977
CRLS1	20	6006090	6040053
LRRN4	20	6040778	6054049
FERMT1	20	6074845	6123544
BMP2	20	6767664	6780280
HAO1	20	7882981	7940474
TMX4	20	7977348	8019829
PLCB1	20	8114453	8968360
PLCB4	20	9068763	9481242
LAMP5	20	9514358	9530524
PAK7	20	9537389	9839041
ANKEF1	20	9986126	10058303
SNAP25	20	10218830	10307418
MKKS	20	10401009	10434222
SLX4IP	20	10435303	10636829
JAG1	20	10637684	10674107
BTBD3	20	11890723	11926609
SPTLC3	20	13008979	13169103
ISM1	20	13221771	13300651
TASP1	20	13389392	13638940
ESF1	20	13714322	13784886
NDUFAF5	20	13784950	13821582
SEL1L2	20	13849247	13996443
MACROD2	20	13995369	16053197
FLRT3	20	14322988	14337616
KIF16B	20	16272104	16573433
AL049794.1	20	16551149	16553012
SNRPB2	20	16729961	16742563
OTOR	20	16748358	16770062
PCSK2	20	17226107	17484578
BFSP1	20	17493905	17569220
DSTN	20	17569863	17609919
RRBP1	20	17613678	17682295
BANF2	20	17693672	17735871
SNX5	20	17941597	17968980
OVOL2	20	17956979	18059188
MGME1	20	17968913	17991122
PET117	20	18137873	18143169
CSRP2BP	20	18138118	18188387
ZNF133	20	18288283	18316996
DZANK1	20	18383367	18467281
POLR3F	20	18467127	18484643
RBBP9	20	18486540	18497243
SEC23B	20	18507493	18561415
LINC00493	20	18567347	18569563
DTD1	20	18567453	18763917
SCP2D1	20	18813726	18814392
SLC24A3	20	19212646	19722937
RIN2	20	19886521	20002457
NAA20	20	20017116	20033655
CRNKL1	20	20034368	20056046
CFAP61	20	20052514	20360702
INSM1	20	20368121	20370949
RALGAPA2	20	20389552	20712488
KIZ	20	21125983	21246622
XRN2	20	21303304	21389827
NKX2-4	20	21395367	21398028
NKX2-2	20	21511010	21514026
PAX1	20	21705659	21718486
FOXA2	20	22581005	22585455
SSTR4	20	23035386	23036812
THBD	20	23045633	23049741
CD93	20	23079349	23086340
NXT1	20	23350736	23354777
GZF1	20	23362182	23373063
NAPB	20	23374519	23421519
CSTL1	20	23439685	23444930
CST11	20	23450403	23452857
CST8	20	23491101	23496018
CST9L	20	23564732	23568749
CST9	20	23602410	23605876
CST3	20	23626706	23638473
CST4	20	23685640	23689040
CST1	20	23747553	23751268
CST2	20	23823769	23826731
CST5	20	23875935	23879750
GGTLC1	20	23985050	23988779
SYNDIG1	20	24469199	24666616
CST7	20	24949230	24959928
APMAP	20	24962925	24992979
ACSS1	20	25006230	25058980
VSX1	20	25070885	25082365
ENTPD6	20	25195693	25226729
PYGB	20	25248069	25298014
ABHD12	20	25294743	25390983
GINS1	20	25407727	25452628
NINL	20	25452705	25585517
NANP	20	25612935	25624175
ZNF337	20	25674215	25696841
FAM182B	20	25763466	25868225
DEFB115	20	31257664	31259632
DEFB116	20	31303212	31308585
DEFB118	20	31368618	31373923
DEFB119	20	31377164	31390603
DEFB121	20	31404845	31412838
DEFB123	20	31440519	31450257
DEFB124	20	31465506	31476757
REM1	20	31475293	31484905
HM13	20	31514428	31577923
ID1	20	31605283	31606515
COX4I2	20	31637888	31645006
BCL2L1	20	31664452	31723989
TPX2	20	31739271	31801805
MYLK2	20	31819308	31834689
FOXS1	20	31844301	31845619
DUSP15	20	31847637	31870747
TTLL9	20	31870702	31944963
PDRG1	20	31944342	31952092
XKR7	20	31968002	32003387
CCM2L	20	32010450	32032180
HCK	20	32052188	32101856
TM9SF4	20	32109506	32167258
PLAGL2	20	32192503	32207791
POFUT1	20	32207880	32238667
KIF3B	20	32277664	32335011
ASXL1	20	32358344	32439319
NOL4L	20	32443059	32585074
COMMD7	20	32702691	32743997
DNMT3B	20	32762385	32809356
MAPRE1	20	32819893	32850405
EFCAB8	20	32858923	32961609
SUN5	20	32983773	33004433
BPIFB2	20	33007600	33023709
BPIFB6	20	33031648	33044047
BPIFB3	20	33055424	33073628
BPIFB4	20	33079644	33111751
BPIFA2	20	33161768	33181412
BPIFA3	20	33217310	33227758
BPIFA1	20	33235995	33243311
BPIFB1	20	33273480	33309878
CDK5RAP1	20	33358839	33401561
SNTA1	20	33407955	33443892
CBFA2T2	20	33490075	33650036
NECAB3	20	33657087	33674463
C20orf144	20	33662284	33665619
ACTL10	20	33666498	33668525
E2F1	20	33675683	33686404
PXMP4	20	33702754	33720319
ZNF341	20	33731657	33792269
CHMP4B	20	33811304	33854366
RALY	20	33993646	34108308
EIF2S2	20	34088298	34112332
ASIP	20	34194569	34269344
AHCY	20	34280268	34311802
ITCH	20	34363235	34511393
DYNLRB1	20	34516409	34540958
MAP1LC3A	20	34546854	34560345
PIGU	20	34560542	34698790
NCOA6	20	34689097	34825649
TP53INP2	20	34704290	34713439
GGT7	20	34844720	34872860
ACSS2	20	34872146	34927962
GSS	20	34928430	34955817
MYH7B	20	34975403	35002437
TRPC4AP	20	35002404	35092871
EDEM2	20	35115357	35147364
PROCR	20	35172073	35216240
MMP24-AS1	20	35201745	35278131
MMP24	20	35226654	35277000
RP4-614O4.11	20	35267885	35280043
EIF6	20	35278907	35284985
FAM83C	20	35285731	35292401
UQCC1	20	35302566	35412141
GDF5OS	20	35433029	35435450
GDF5	20	35433347	35454746
CEP250	20	35455164	35519280
C20orf173	20	35523186	35529652
ERGIC3	20	35542021	35557634
SPAG4	20	35615892	35621049
CPNE1	20	35626031	35664956
RP1-309K20.6	20	35632340	35674544
RBM12	20	35648925	35664956
NFS1	20	35668055	35699359
ROMO1	20	35699272	35700984
RBM39	20	35703609	35742312
PHF20	20	35771974	35950381
SCAND1	20	35953617	35959472
CNBD2	20	35954564	36030700
EPB41L1	20	36091504	36232799
AAR2	20	36236459	36270918
DLGAP4	20	36306336	36528637
MYL9	20	36541484	36551447
TGIF2	20	36573488	36593950
TGIF2-C20orf24	20	36574553	36612384
C20orf24	20	36605734	36612557
SLA2	20	36612318	36646216
NDRG3	20	36651766	36746078
DSN1	20	36751791	36773818
SOGA1	20	36777442	36863686
TLDC2	20	36876121	36894235
SAMHD1	20	36890229	36951843
RBL1	20	36996349	37095995
MROH8	20	37101226	37179588
RPN2	20	37178410	37241623
GHRH	20	37251082	37261835
MANBAL	20	37289638	37317260
SRC	20	37344685	37406050
BLCAP	20	37492472	37527931
NNAT	20	37521215	37523693
CTNNBL1	20	37693955	37872129
VSTM2L	20	37903104	37945350
TTI1	20	37983007	38033468
RPRD1B	20	38033546	38127780
TGM2	20	38127387	38166578
KIAA1755	20	38210488	38260772
BPI	20	38260149	38337505
LBP	20	38346356	38377023
RALGAPB	20	38472816	38578861
ADIG	20	38581195	38588463
ARHGAP40	20	38601934	38651035
SLC32A1	20	38724462	38729372
ACTR5	20	38748442	38772520
PPP1R16B	20	38805705	38923024
FAM83D	20	38926312	38953106
DHX35	20	38962299	39039723
MAFB	20	40685848	40689240
TOP1	20	41028818	41124487
PLCG1	20	41136960	41196801
ZHX3	20	41178448	41317672
LPIN3	20	41340920	41360582
EMILIN3	20	41359966	41366827
CHD6	20	41402101	41618494
PTPRT	20	42072752	43189970
SRSF6	20	43457928	43464247
L3MBTL1	20	43507680	43550950
RP1-138B7.6	20	43540171	43569498
SGK2	20	43558968	43588237
IFT52	20	43590931	43647296
MYBL2	20	43667019	43716496
GTSF1L	20	43726164	43726998
TOX2	20	43914864	44069616
JPH2	20	44111695	44187578
OSER1	20	44196496	44210791
GDAP1L1	20	44247099	44280917
FITM2	20	44302838	44311169
R3HDML	20	44336986	44351235
HNF4A	20	44355700	44434596
LINC01620	20	44451984	44465344
TTPAL	20	44475886	44494603
SERINC3	20	44496221	44522109
PKIG	20	44531785	44624247
ADA	20	44619522	44652233
WISP2	20	44714844	44728509
KCNK15	20	44745780	44752313
RIMS4	20	44751808	44810338
YWHAB	20	44885676	44908532
PABPC1L	20	44910062	44959035
TOMM34	20	44942130	44960486
STK4	20	44966474	45079959
KCNS1	20	45092310	45101112
WFDC5	20	45109452	45115172
WFDC12	20	45123425	45124465
PI3	20	45174876	45176544
SEMG1	20	45206997	45209772
SEMG2	20	45221300	45224458
SLPI	20	45252239	45254564
MATN4	20	45293445	45308529
RBPJL	20	45306851	45317824
SDC4	20	45325288	45348424
SYS1	20	45361937	45376798
SYS1-DBNDD2	20	45363200	45410610
TP53TG5	20	45372563	45407889
DBNDD2	20	45406057	45410610
PIGT	20	45416077	45426244
WFDC2	20	45469706	45481532
SPINT3	20	45512461	45515624
WFDC6	20	45534196	45539495
EPPIN-WFDC6	20	45536986	45547426
EPPIN	20	45540626	45547752
WFDC8	20	45551153	45579326
WFDC9	20	45607939	45631268
WFDC10A	20	45629526	45631196
WFDC11	20	45648563	45670270
WFDC10B	20	45684653	45705019
WFDC13	20	45702016	45708817
SPINT4	20	45722351	45725830
WFDC3	20	45747944	45791932
DNTTIP1	20	45791937	45811427
UBE2C	20	45812576	45816957
TNNC2	20	45823214	45833745
SNX21	20	45833810	45843275
ACOT8	20	45841721	45857406
ZSWIM3	20	45857617	45879122
ZSWIM1	20	45881227	45885266
SPATA25	20	45886489	45887635
NEURL2	20	45888625	45891287
CTSA	20	45890144	45898820
PLTP	20	45898621	45912155
PCIF1	20	45934628	45948023
ZNF335	20	45948653	45972172
MMP9	20	46008908	46016561
SLC12A5	20	46021690	46060152
NCOA5	20	46060985	46089952
CD40	20	46118272	46129863
CDH22	20	46173733	46308498
SLC35C2	20	46345980	46364458
ELMO2	20	46366049	46432985
ZNF334	20	46499630	46513559
OCSTAMP	20	46540946	46550574
SLC13A3	20	46557823	46684467
TP53RK	20	46684365	46689779
SLC2A10	20	46709487	46736347
EYA2	20	46894624	47188844
ZMYND8	20	47209214	47356889
NCOA3	20	47501902	47656877
SULF2	20	47656348	47786616
PREX1	20	48624252	48827883
ARFGEF2	20	48921890	49036693
CSE1L	20	49046246	49096960
STAU1	20	49113339	49188367
DDX27	20	49219295	49244077
ZNFX1	20	49237946	49278426
KCNB1	20	49363877	49484297
PTGIS	20	49503874	49568146
B4GALT5	20	49632945	49713878
SLC9A8	20	49812713	49892242
SPATA2	20	49903391	49915508
RNF114	20	49936336	49953892
SNAI1	20	49982999	49988886
TMEM189-UBE2V1	20	50081124	50153637
UBE2V1	20	50081124	50115959
TMEM189	20	50118254	50153734
CEBPB	20	50190734	50192689
PTPN1	20	50510321	50585241
FAM65C	20	50586108	50691528
PARD6B	20	50731544	50756795
BCAS4	20	50794894	50882676
ADNP	20	50888919	50931240
DPM1	20	50934867	50958555
MOCS3	20	50958826	50963931
KCNG1	20	51003656	51023129
NFATC2	20	51386957	51562831
ATP9A	20	51596514	51768634
SALL4	20	51782331	51802520
ZFP64	20	52051663	52204308
TSHZ2	20	52972407	53495330
ZNF217	20	53567065	53609907
BCAS1	20	53936777	54070594
CYP24A1	20	54153449	54173973
PFDN4	20	54207847	54228052
AL133335.1	20	54249953	54250327
DOK5	20	54475597	54651171
CBLN4	20	55997440	56005472
MC3R	20	56248732	56249815
FAM210B	20	56358915	56368663
AURKA	20	56369389	56392337
CSTF1	20	56392371	56406369
CASS4	20	56412112	56460387
RTFDC1	20	56468585	56519449
GCNT7	20	56491492	56525925
FAM209A	20	56517187	56526142
FAM209B	20	56533246	56536520
TFAP2C	20	56629302	56639283
BMP7	20	57168748	57266629
SPO11	20	57329759	57343994
RAE1	20	57351010	57379211
MTRNR2L3	20	57358442	57359980
RBM38	20	57391407	57409333
CTCFL	20	57495966	57525652
PCK1	20	57561080	57568112
ZBP1	20	57603846	57620576
PMEPA1	20	57648392	57711536
C20orf85	20	58150904	58161150
ANKRD60	20	58218495	58228653
RAB22A	20	58309696	58367507
VAPB	20	58389122	58451101
APCDD1L	20	58459101	58515131
STX16	20	58651253	58679526
STX16-NPEPL1	20	58651434	58715410
NPEPL1	20	58689131	58719238
GNAS	20	58839718	58911192
NELFCD	20	58981208	58995133
CTSZ	20	58995185	59007247
TUBB1	20	59019254	59026654
ATP5E	20	59025467	59032382
PRELID3B	20	59033145	59042909
ZNF831	20	59191020	59259113
EDN3	20	59300427	59325992
PHACTR3	20	59577509	59847711
SYCP2	20	59863563	59933655
FAM217B	20	59933764	59948680
PPP1R3D	20	59936668	59940297
CDH26	20	59958427	60034011
CDH4	20	61252426	61940617
TAF4	20	61953469	62065810
LSM14B	20	62122461	62135378
PSMA7	20	62136735	62143440
SS18L1	20	62143795	62182484
MTG2	20	62183029	62203568
HRH3	20	62214970	62220267
OSBPL2	20	62231922	62296213
ADRM1	20	62302093	62308862
LAMA5	20	62307955	62367312
RPS21	20	62387116	62388520
CABLES2	20	62388632	62407285
RBBP8NL	20	62410237	62427533
GATA5	20	62463497	62475970
SLCO4A1	20	62642445	62685785
NTSR1	20	62708837	62762771
MRGBP	20	62796453	62801738
OGFR	20	62804835	62814000
COL9A3	20	62816244	62841159
TCFL5	20	62841115	62861763
DIDO1	20	62877738	62937952
GID8	20	62938119	62948475
SLC17A9	20	62952647	62969585
BHLHE23	20	63005927	63007035
YTHDF1	20	63195429	63216234
BIRC7	20	63235883	63240507
NKAIN4	20	63240784	63272694
ARFGAP1	20	63272785	63289793
COL20A1	20	63293186	63334851
CHRNA4	20	63343223	63378401
KCNQ2	20	63400210	63472677
EEF1A2	20	63488013	63499315
PPDPF	20	63520724	63522206
PTK6	20	63528001	63537370
SRMS	20	63540810	63547504
C20orf195	20	63547891	63556708
HELZ2	20	63558086	63574239
GMEB2	20	63587602	63627041
STMN3	20	63639705	63657682
RTEL1	20	63657810	63696253
RTEL1-TNFRSF6B	20	63659300	63698684
TNFRSF6B	20	63696668	63698684
ARFRP1	20	63698642	63708025
ZGPAT	20	63707465	63736142
RP4-583P15.15	20	63708864	63739103
LIME1	20	63736283	63739103
RP4-583P15.14	20	63738270	63740398
SLC2A4RG	20	63739861	63743505
ZBTB46	20	63743666	63831244
ABHD16B	20	63861498	63862988
TPD52L2	20	63865228	63891545
DNAJC5	20	63895182	63936031
UCKL1	20	63939829	63956415
ZNF512B	20	63956702	64048758
SAMD10	20	63974113	63980008
PRPF6	20	63981135	64033100
SOX18	20	64047582	64049641
TCEA2	20	64049836	64072347
RGS19	20	64073181	64079988
OPRL1	20	64080173	64100643
LKAAEAR1	20	64083380	64084359
NPBWR2	20	64105820	64107171
MYT1	20	64151791	64242253
PCMTD2	20	64255695	64287821
OR4F17	19	107461	111696
PLPP2	19	281040	291504
MIER2	19	301444	344807
THEG	19	361747	376670
C2CD4C	19	405438	409170
SHC2	19	416583	460996
ODF3L2	19	463346	474983
MADCAM1	19	489176	505342
TPGS1	19	507497	519654
CDC34	19	531712	542092
GZMM	19	544034	549924
BSG	19	571277	583493
HCN2	19	589893	617159
POLRMT	19	617224	633604
FGF22	19	639879	644371
RNF126	19	647526	663277
FSTL3	19	676365	683399
PRSS57	19	685546	695498
PALM	19	708939	748329
MISP	19	751126	764318
PTBP1	19	797075	812327
PLPPR3	19	812488	821977
AZU1	19	825097	832018
PRTN3	19	840960	848175
ELANE	19	851014	856247
CFD	19	859643	863630
MED16	19	867630	893218
R3HDM4	19	896503	913245
KISS1R	19	917287	921015
ARID3A	19	925781	975934
WDR18	19	984271	998438
GRIN3B	19	1000419	1009732
TMEM259	19	1009648	1021179
CNN2	19	1026581	1039068
ABCA7	19	1040101	1065572
HMHA1	19	1065923	1086628
POLR2E	19	1086579	1095380
GPX4	19	1103926	1106791
SBNO2	19	1107636	1174283
STK11	19	1177558	1228435
CBARP	19	1228287	1238027
ATP5D	19	1241746	1244826
MIDN	19	1248553	1259140
CIRBP	19	1259384	1274880
C19orf24	19	1275438	1279249
MUM1	19	1285893	1378431
EFNA2	19	1286154	1300237
NDUFS7	19	1383527	1395589
GAMT	19	1397084	1401570
DAZAP1	19	1407569	1435687
RPS15	19	1438358	1440494
APC2	19	1446302	1473244
C19orf25	19	1461143	1479556
PCSK4	19	1481428	1490752
REEP6	19	1490747	1497927
ADAMTSL5	19	1505018	1513604
PLK5	19	1524074	1535456
MEX3D	19	1554669	1568058
MBD3	19	1573596	1592801
AC005943.2	19	1578339	1605445
UQCR11	19	1597172	1605490
TCF3	19	1609290	1652605
ONECUT3	19	1752373	1780988
ATP8B3	19	1782075	1812276
REXO1	19	1815246	1848463
KLF16	19	1852399	1863568
ABHD17A	19	1876810	1885547
SCAMP4	19	1905214	1926013
ADAT3	19	1905378	1913447
CSNK1G2	19	1941149	1981338
BTBD2	19	1985438	2034881
MKNK2	19	2037465	2051244
MOB3A	19	2071038	2096673
IZUMO4	19	2096429	2099593
AP3D1	19	2100988	2164465
DOT1L	19	2164149	2232578
PLEKHJ1	19	2230084	2237704
SF3A2	19	2236504	2248679
AMH	19	2249309	2252073
JSRP1	19	2252252	2269759
OAZ1	19	2269509	2273490
LLfos-48D6.2	19	2269525	2341172
C19orf35	19	2274622	2282176
LINGO3	19	2289784	2292024
LSM7	19	2321517	2328620
SPPL2B	19	2328615	2354806
TMPRSS9	19	2389771	2426239
TIMM13	19	2425624	2427894
LMNB2	19	2427638	2456996
GADD45B	19	2476122	2478259
GNG7	19	2511219	2702709
DIRAS1	19	2714567	2721418
AC006538.4	19	2717769	2740048
SLC39A3	19	2732204	2740152
SGTA	19	2754714	2783371
THOP1	19	2785460	2815807
ZNF554	19	2819874	2835773
ZNF555	19	2841435	2860484
ZNF556	19	2867335	2883445
ZNF57	19	2900898	2918476
ZNF77	19	2933218	2944971
TLE6	19	2977446	2995184
TLE2	19	2997638	3047635
AES	19	3052910	3063107
GNA11	19	3094410	3124004
GNA15	19	3136193	3163769
S1PR4	19	3172346	3180332
NCLN	19	3185563	3209575
CELF5	19	3224703	3297076
NFIC	19	3359563	3469217
SMIM24	19	3473986	3480542
DOHH	19	3490821	3500940
FZR1	19	3506273	3538330
MFSD12	19	3538261	3574290
C19orf71	19	3539154	3544030
HMG20B	19	3572777	3579088
GIPC3	19	3585553	3593541
TBXA2R	19	3594506	3606840
CACTIN	19	3610641	3626815
PIP5K1C	19	3630183	3700479
TJP3	19	3708109	3750813
APBA3	19	3750819	3761699
MRPL54	19	3762664	3768575
RAX2	19	3769089	3772221
MATK	19	3777970	3802129
ZFR2	19	3804024	3869032
ATCAY	19	3879864	3928079
NMRK2	19	3933103	3942416
DAPK3	19	3958453	3971123
EEF2	19	3976056	3985469
PIAS4	19	4007646	4039386
ZBTB7A	19	4044364	4066945
MAP2K2	19	4090321	4124129
CREB3L3	19	4153601	4173054
SIRT6	19	4174109	4182604
ANKRD24	19	4183354	4224814
EBI3	19	4229498	4237531
CCDC94	19	4247079	4269090
SHD	19	4278601	4290724
TMIGD2	19	4292232	4302431
FSD1	19	4304600	4323843
STAP2	19	4324043	4342786
MPND	19	4343527	4360086
SH3GL1	19	4360370	4400547
CHAF1A	19	4402662	4445018
UBXN6	19	4444999	4457822
CTB-50L17.10	19	4472287	4502211
PLIN4	19	4502180	4518465
PLIN5	19	4522531	4535224
CTB-50L17.14	19	4528427	4540067
LRG1	19	4536409	4540474
SEMA6B	19	4542593	4559808
TNFAIP8L1	19	4639518	4655568
MYDGF	19	4641374	4670370
DPP9	19	4675224	4724673
FEM1A	19	4791681	4801273
TICAM1	19	4815932	4831704
PLIN3	19	4838341	4867768
ARRDC5	19	4890437	4902867
UHRF1	19	4903080	4962154
KDM4B	19	4969113	5153595
PTPRS	19	5158495	5340803
ZNRF4	19	5455431	5456856
SAFB2	19	5586999	5624046
SAFB	19	5623035	5668478
RPL36	19	5674947	5691876
C19orf70	19	5678421	5680896
HSD11B1L	19	5680604	5688523
LONP1	19	5691834	5720572
CATSPERD	19	5720677	5778734
PRR22	19	5782960	5784765
CTB-54O9.9	19	5784005	5785619
DUS3L	19	5784832	5791238
NRTN	19	5823802	5828324
FUT6	19	5830610	5839731
FUT3	19	5842888	5851474
FUT5	19	5865826	5870540
AC024592.12	19	5866171	5903787
NDUFA11	19	5891276	5904006
AC104532.2	19	5904841	5914707
VMAC	19	5904858	5910853
CAPS	19	5911707	5916208
RANBP3	19	5916139	5978142
RFX2	19	5993164	6199572
ACSBG2	19	6135247	6193094
MLLT1	19	6210379	6279948
ACER1	19	6306142	6333629
CLPP	19	6361452	6368908
ALKBH7	19	6372433	6375251
PSPN	19	6375148	6379058
GTF2F1	19	6379569	6393981
KHSRP	19	6413348	6424794
SLC25A41	19	6426037	6433779
SLC25A23	19	6436079	6465203
CRB3	19	6463777	6467221
DENND1C	19	6467207	6482557
TUBB4A	19	6494319	6502848
TNFSF9	19	6530999	6535928
CD70	19	6583183	6604103
TNFSF14	19	6661253	6670588
C3	19	6677704	6730562
GPR108	19	6729914	6737603
TRIP10	19	6737925	6751526
SH2D3A	19	6752160	6767588
VAV1	19	6772714	6857366
ADGRE1	19	6887566	6940459
MBD3L5	19	7030577	7033011
MBD3L4	19	7037748	7040179
MBD3L2	19	7049321	7051735
MBD3L3	19	7056209	7058640
ZNF557	19	7069444	7087968
INSR	19	7112255	7294034
CTB-133G6.1	19	7348943	7383385
CTD-2207O23.3	19	7382834	7472477
ARHGEF18	19	7395113	7472477
PEX11G	19	7476875	7497449
C19orf45	19	7492976	7508450
CTD-2207O23.12	19	7507052	7519622
ZNF358	19	7515292	7521026
MCOLN1	19	7522626	7534009
CTD-2207O23.10	19	7533595	7540059
PNPLA6	19	7534004	7561764
CAMSAP3	19	7595902	7618304
XAB2	19	7619525	7629565
PET100	19	7629737	7631956
CTD-3214H19.4	19	7629796	7643048
PCP2	19	7631611	7633748
STXBP2	19	7636881	7647873
RETN	19	7669044	7670454
MCEMP1	19	7676628	7679826
CTD-3214H19.16	19	7678501	7682854
TRAPPC5	19	7680843	7687703
FCER2	19	7688758	7702146
CLEC4G	19	7728957	7733906
CD209	19	7739994	7747564
CLEC4M	19	7763149	7769605
EVI5L	19	7830233	7864976
PRR36	19	7868719	7874379
LRRC8E	19	7888505	7902021
MAP2K7	19	7903843	7914478
TGFBR3L	19	7916145	7919097
SNAPC2	19	7920316	7923250
CTXN1	19	7924485	7926166
TIMM44	19	7926718	7943920
ELAVL1	19	7958579	8445041
CCL25	19	8052767	8062650
FBN3	19	8065402	8149846
CERS4	19	8206736	8262421
CD320	19	8302127	8308356
CTD-2550O8.5	19	8308283	8321379
NDUFA7	19	8308768	8321396
RPS28	19	8321158	8323340
KANK3	19	8322584	8343262
ANGPTL4	19	8363289	8374373
RAB11B	19	8389981	8404434
MARCH2	19	8413270	8439017
HNRNPM	19	8444767	8489114
PRAM1	19	8490056	8503112
ZNF414	19	8509678	8514164
MYO1F	19	8520790	8577577
ADAMTS10	19	8580242	8610735
ACTL9	19	8697397	8698822
OR2Z1	19	8730954	8732009
ZNF558	19	8806170	8832328
MBD3L1	19	8832398	8843340
MUC16	19	8848844	8981342
OR1M1	19	9093179	9094213
OR7G2	19	9102269	9103306
OR7G1	19	9114828	9115763
OR7G3	19	9126012	9126950
ZNF317	19	9140380	9163424
OR7D2	19	9185594	9188817
OR7D4	19	9213850	9214871
OR7E24	19	9250930	9252479
ZNF699	19	9294275	9309838
ZNF559	19	9323772	9351162
ZNF559-ZNF177	19	9324174	9382617
ZNF177	19	9363020	9382617
ZNF266	19	9412598	9435578
ZNF560	19	9466507	9498607
ZNF426	19	9523224	9538627
ZNF121	19	9560353	9584533
ZNF561	19	9604680	9621399
AC008759.1	19	9615561	9616905
ZNF562	19	9641808	9675086
ZNF812P	19	9689924	9700817
ZNF846	19	9751993	9793180
FBXL12	19	9810267	9827816
UBL5	19	9827892	9830115
PIN1	19	9835257	9849682
OLFM2	19	9853718	9936552
COL5A3	19	9959561	10010471
RDH8	19	10013249	10022279
C19orf66	19	10086122	10093252
ANGPTL6	19	10092338	10102796
PPAN-P2RY11	19	10106223	10114780
PPAN	19	10106289	10111634
P2RY11	19	10111538	10115372
EIF3G	19	10115017	10119918
DNMT1	19	10133345	10231286
S1PR2	19	10221435	10231272
MRPL4	19	10251901	10260045
ICAM1	19	10270835	10286615
ICAM4	19	10286967	10288522
ICAM5	19	10289981	10296778
ZGLP1	19	10304803	10309880
CTD-2369P2.10	19	10305427	10316009
FDX1L	19	10310045	10316015
CTD-2369P2.12	19	10315471	10320678
RAVER1	19	10316212	10333640
ICAM3	19	10333776	10339823
TYK2	19	10350529	10380676
CDC37	19	10391134	10420121
PDE4A	19	10416773	10469631
KEAP1	19	10486120	10503741
S1PR5	19	10512742	10517931
ATG4D	19	10543895	10553418
KRI1	19	10553078	10566037
CDKN2D	19	10566462	10569059
AP1M2	19	10572671	10587315
SLC44A2	19	10602457	10644559
ILF3	19	10654261	10692417
QTRT1	19	10701430	10713437
DNM2	19	10718079	10833488
TMED1	19	10832438	10836318
C19orf38	19	10836575	10869790
CARM1	19	10871513	10923070
YIPF2	19	10922185	10928681
C19orf52	19	10928733	10933535
SMARCA4	19	10961001	11065395
LDLR	19	11089362	11133816
SPC24	19	11131520	11155808
KANK2	19	11164267	11197791
DOCK6	19	11199295	11262481
ANGPTL8	19	11237450	11241943
TSPAN16	19	11296139	11326996
RAB3D	19	11322046	11346270
TMEM205	19	11342776	11346518
CCDC159	19	11344684	11354944
PLPPR2	19	11355386	11365698
SWSAP1	19	11374685	11376951
EPOR	19	11377205	11384342
RGL3	19	11384341	11419342
CCDC151	19	11420604	11435782
PRKCSH	19	11435288	11450968
ELAVL3	19	11451326	11481046
CTC-398G3.6	19	11466240	11505698
ZNF653	19	11483427	11505923
ECSIT	19	11505916	11529174
CNN1	19	11538717	11550323
ELOF1	19	11551147	11559236
ZNF627	19	11559374	11619135
ACP5	19	11574660	11579008
ZNF823	19	11721265	11739009
ZNF441	19	11767000	11784078
ZNF491	19	11797667	11809622
ZNF440	19	11814284	11835201
ZNF439	19	11848726	11883750
ZNF69	19	11887784	11914329
ZNF700	19	11925068	11950773
CTD-2006C1.13	19	11925075	11979290
ZNF763	19	11965037	11980381
ZNF433	19	12014732	12035741
CTD-2006C1.10	19	12017888	12052967
ZNF878	19	12043805	12052939
ZNF844	19	12064699	12081565
ZNF788	19	12092263	12137235
ZNF20	19	12092843	12140407
ZNF625-ZNF20	19	12132117	12156731
ZNF625	19	12142090	12156729
ZNF136	19	12163064	12189881
ZNF44	19	12224686	12294887
ZNF563	19	12317477	12333720
ZNF442	19	12345949	12365905
CTD-3105H18.14	19	12379189	12401274
ZNF799	19	12390016	12401271
